62,183,appetizer,2
62,184,appetizer,2.5
62,185,bigger plate,11.3
62,186,appetizer,2
62,187,plate,9.8
62,188,a la carte,5.2
63,189,plate,9.8
63,190,plate,9.8
64,191,plate,10.8
65,192,plate,9.8
66,193,bigger plate,11.3
66,194,appetizer,2
66,195,plate,9.8
66,196,appetizer,2.5
67,197,plate,9.8
68,198,plate,10.8
68,199,appetizer,2.3
68,200,bowl,8.3
68,201,appetizer,2.1
69,202,a la carte,4.4
70,203,a la carte,5.2
71,204,a la carte,4.4
72,205,bowl,8.3
72,206,appetizer,2.3
73,207,a la carte,5.2
73,208,bowl,8.3
74,209,bowl,8.3
74,210,plate,9.8
74,211,bigger plate,11.3
74,212,a la carte,4.4
74,213,appetizer,2.1
74,214,bowl,8.3
75,215,a la carte,5.2
75,216,appetizer,2
76,217,a la carte,4.4
76,218,appetizer,2
76,219,bowl,9.3
76,220,appetizer,2
76,221,a la carte,4.4
76,222,a la carte,5.2
76,223,bowl,8.3
77,224,plate,10.8
78,225,bowl,9.3
78,226,a la carte,6.7
78,227,appetizer,2
78,228,bigger plate,11.3
78,229,appetizer,2.3
79,230,plate,10.8
79,231,plate,9.8
79,232,appetizer,2.1
79,233,plate,10.8
80,234,bowl,8.3
80,235,plate,9.8
81,236,bigger plate,11.3
81,237,appetizer,2.1
82,238,plate,9.8
82,239,plate,9.8
82,240,plate,10.8
83,241,bowl,8.3
84,242,bowl,8.3
85,243,plate,9.8
85,244,appetizer,2
85,245,plate,9.8
85,246,appetizer,2.3
85,247,a la carte,5.2
85,248,bowl,8.3
86,249,bowl,8.3
86,250,appetizer,2
86,251,appetizer,2.1
87,252,a la carte,5.2
87,253,appetizer,2
87,254,appetizer,2.1
88,255,a la carte,5.2
88,256,appetizer,2.3
89,257,bigger plate,11.3
89,258,appetizer,2.1
89,259,bowl,8.3
89,260,bigger plate,11.3
89,261,plate,9.8
90,262,plate,9.8
90,263,appetizer,2.3
91,264,plate,9.8
91,265,appetizer,2.3
91,266,bowl,8.3
91,267,bowl,8.3
91,268,appetizer,2
92,269,bowl,8.3
92,270,appetizer,2
93,271,a la carte,5.2
93,272,appetizer,2.1
93,273,plate,9.8
93,274,bowl,8.3
93,275,bowl,8.3
93,276,appetizer,2.3
94,277,plate,9.8
94,278,appetizer,2
94,279,appetizer,2.3
95,280,bigger plate,11.3
95,281,a la carte,4.4
95,282,plate,9.8
95,283,appetizer,2.3
95,284,plate,9.8
95,285,appetizer,2
95,286,bowl,8.3
95,287,appetizer,2
95,288,appetizer,2.1
96,289,plate,10.8
96,290,appetizer,2.3
97,291,a la carte,5.2
97,292,bowl,8.3
97,293,appetizer,2.5
97,294,plate,9.8
97,295,appetizer,2.1
97,296,plate,9.8
98,297,bigger plate,11.3
98,298,bowl,8.3
98,299,appetizer,2.1
98,300,plate,9.8
98,301,plate,9.8
98,302,appetizer,2.1
99,303,a la carte,5.2
99,304,bowl,9.3
99,305,appetizer,2.1
100,306,plate,9.8
101,307,a la carte,5.2
102,308,plate,9.8
102,309,appetizer,2.1
103,310,a la carte,5.2
103,311,appetizer,2.1
104,312,bowl,8.3
105,313,bigger plate,11.3
105,314,appetizer,2.1
105,315,a la carte,5.2
105,316,appetizer,2.5
105,317,a la carte,5.2
106,318,plate,9.8
106,319,appetizer,2
106,320,appetizer,2.1
107,321,bigger plate,11.3
107,322,bigger plate,11.3
107,323,appetizer,2
107,324,appetizer,2.1
108,325,a la carte,4.4
109,326,plate,9.8
109,327,a la carte,5.2
109,328,appetizer,2
109,329,appetizer,2.1
110,330,bowl,8.3
110,331,a la carte,5.2
111,332,plate,9.8
111,333,plate,9.8
111,334,a la carte,5.2
112,335,plate,9.8
112,336,bowl,8.3
112,337,appetizer,2.1
112,338,a la carte,6.7
113,339,a la carte,4.4
114,340,bowl,8.3
115,341,bowl,8.3
115,342,appetizer,2.3
115,343,a la carte,5.2
115,344,appetizer,2.5
116,345,bigger plate,11.3
116,346,plate,9.8
116,347,appetizer,2
116,348,appetizer,2.1
117,349,bowl,8.3
117,350,appetizer,2
117,351,appetizer,2.1
118,352,a la carte,5.2
119,353,bowl,9.3
119,354,appetizer,2.3
119,355,plate,9.8
119,356,appetizer,2
120,357,bowl,8.3
120,358,appetizer,2.1
120,359,bigger plate,11.3
120,360,plate,9.8
121,361,bigger plate,11.3
122,362,bowl,8.3
122,363,appetizer,2
122,364,plate,9.8
122,365,appetizer,2
122,366,appetizer,2.1
122,367,a la carte,4.4
122,368,bowl,9.3
122,369,plate,9.8
123,370,bigger plate,11.3
123,371,a la carte,4.4
123,372,appetizer,2.1
123,373,bowl,9.3
123,374,plate,9.8
123,375,appetizer,2.1
124,376,bowl,8.3
125,377,plate,10.8
125,378,appetizer,2
125,379,plate,9.8
125,380,appetizer,2
125,381,appetizer,2.1
126,382,bowl,8.3
127,383,a la carte,4.4
127,384,appetizer,2
127,385,appetizer,2.1
127,386,bowl,8.3
127,387,a la carte,5.2
127,388,appetizer,2.3
128,389,plate,9.8
128,390,a la carte,4.4
129,391,bigger plate,12.3
130,392,a la carte,5.2
130,393,appetizer,2.5
131,394,plate,9.8
131,395,appetizer,2.1
132,396,a la carte,4.4
132,397,appetizer,2.5
132,398,a la carte,5.2
132,399,bigger plate,11.3
132,400,plate,9.8
132,401,appetizer,2
132,402,appetizer,2.1
133,403,bowl,8.3
134,404,plate,9.8
134,405,plate,9.8
134,406,appetizer,2.3
135,407,a la carte,5.2
135,408,appetizer,2.1
135,409,bigger plate,11.3
135,410,appetizer,2
135,411,a la carte,5.2
135,412,bowl,9.3
136,413,bigger plate,11.3
136,414,plate,10.8
136,415,appetizer,2
136,416,appetizer,2.3
136,417,a la carte,6.7
136,418,appetizer,2.1
136,419,a la carte,5.2
137,420,a la carte,5.2
137,421,bowl,8.3
137,422,appetizer,2
138,423,bowl,8.3
138,424,plate,9.8
138,425,appetizer,2.3
139,426,a la carte,5.2
139,427,appetizer,2
140,428,plate,9.8
140,429,bigger plate,11.3
140,430,appetizer,2
140,431,appetizer,2.1
141,432,bowl,8.3
141,433,appetizer,2
142,434,plate,9.8
142,435,plate,9.8
142,436,appetizer,2
142,437,bowl,8.3
142,438,appetizer,2.1
142,439,bowl,8.3
142,440,appetizer,2.1
143,441,bowl,8.3
143,442,appetizer,2.5
144,443,bowl,8.3
144,444,appetizer,2
145,445,bowl,9.3
146,446,bowl,8.3
146,447,a la carte,5.2
146,448,appetizer,2.1
146,449,plate,9.8
146,450,a la carte,4.4
147,451,plate,9.8
147,452,appetizer,2
147,453,appetizer,2.1
148,454,plate,10.8
148,455,plate,9.8
148,456,plate,9.8
148,457,appetizer,2
149,458,plate,9.8
149,459,appetizer,2
149,460,plate,9.8
149,461,plate,10.8
149,462,appetizer,2.5
149,463,plate,9.8
150,464,bigger plate,11.3
150,465,appetizer,2
150,466,appetizer,2.1
150,467,a la carte,5.2
150,468,appetizer,2.5
150,469,plate,10.8
150,470,a la carte,6.7
150,471,appetizer,2.1
151,472,a la carte,4.4
151,473,appetizer,2.5
152,474,plate,9.8
152,475,a la carte,4.4
152,476,plate,9.8
152,477,bowl,8.3
152,478,appetizer,2
152,479,appetizer,2.1
153,480,a la carte,5.2
153,481,appetizer,2
154,482,plate,9.8
154,483,bigger plate,11.3
154,484,appetizer,2
154,485,bowl,8.3
154,486,plate,9.8
154,487,appetizer,2.5
155,488,a la carte,5.2
155,489,plate,9.8
155,490,appetizer,2
155,491,appetizer,2.5
156,492,plate,9.8
156,493,appetizer,2
156,494,appetizer,2.1
157,495,plate,9.8
158,496,bigger plate,11.3
158,497,appetizer,2
158,498,appetizer,2.5
159,499,plate,9.8
159,500,a la carte,5.2
160,501,plate,9.8
160,502,appetizer,2.1
161,503,plate,9.8
161,504,appetizer,2
161,505,appetizer,2.3
162,506,bowl,8.3
162,507,appetizer,2.1
162,508,bigger plate,12.3
162,509,appetizer,2
162,510,a la carte,5.2
162,511,plate,9.8
162,512,appetizer,2
163,513,plate,9.8
163,514,appetizer,2.3
163,515,plate,9.8
164,516,a la carte,5.2
164,517,appetizer,2
164,518,appetizer,2.3
165,519,bigger plate,11.3
165,520,plate,10.8
165,521,appetizer,2.1
166,522,bigger plate,12.3
167,523,bowl,8.3
167,524,appetizer,2.1
167,525,bigger plate,11.3
168,526,plate,9.8
169,527,plate,9.8
169,528,appetizer,2
169,529,a la carte,5.2
170,530,plate,9.8
170,531,appetizer,2
171,532,a la carte,5.2
171,533,appetizer,2
171,534,a la carte,5.2
171,535,bowl,8.3
172,536,plate,9.8
173,537,plate,9.8
174,538,bowl,8.3
174,539,appetizer,2.3
175,540,bowl,8.3
176,541,bigger plate,11.3
176,542,bowl,8.3
176,543,appetizer,2.1
177,544,plate,9.8
178,545,plate,9.8
178,546,appetizer,2
178,547,a la carte,5.2
178,548,a la carte,5.2
178,549,appetizer,2
178,550,plate,9.8
178,551,plate,9.8
178,552,appetizer,2.5
179,553,bigger plate,11.3
179,554,plate,9.8
179,555,appetizer,2.1
179,556,bowl,8.3
179,557,plate,9.8
179,558,bowl,8.3
179,559,appetizer,2
180,560,bigger plate,11.3
181,561,plate,10.8
181,562,bigger plate,11.3
181,563,appetizer,2
181,564,appetizer,2.1
181,565,bowl,8.3
181,566,appetizer,2
181,567,plate,9.8
181,568,a la carte,4.4
182,569,bigger plate,11.3
182,570,appetizer,2.3
183,571,a la carte,5.2
184,572,plate,9.8
184,573,appetizer,2
184,574,appetizer,2.1
184,575,bowl,8.3
184,576,appetizer,2
184,577,bigger plate,11.3
185,578,a la carte,5.2
185,579,a la carte,5.2
186,580,a la carte,5.2
186,581,appetizer,2
186,582,appetizer,2.1
187,583,a la carte,5.2
187,584,appetizer,2
187,585,bigger plate,11.3
187,586,appetizer,2.1
187,587,a la carte,5.2
187,588,appetizer,2.5
187,589,plate,10.8
187,590,appetizer,2
187,591,bigger plate,11.3
187,592,appetizer,2.3
188,593,bowl,8.3
188,594,appetizer,2.1
188,595,plate,10.8
189,596,plate,9.8
189,597,bigger plate,11.3
189,598,appetizer,2.3
189,599,bigger plate,11.3
189,600,plate,9.8
189,601,appetizer,2
189,602,plate,9.8
190,603,plate,9.8
191,604,plate,9.8
191,605,appetizer,2
192,606,a la carte,5.2
192,607,bowl,8.3
192,608,plate,9.8
192,609,appetizer,2
192,610,bowl,8.3
192,611,appetizer,2.3
193,612,bigger plate,12.3
193,613,appetizer,2.1
193,614,bowl,8.3
193,615,appetizer,2.1
193,616,plate,9.8
193,617,a la carte,4.4
194,618,bowl,8.3
194,619,plate,9.8
194,620,appetizer,2.1
194,621,a la carte,5.2
194,622,appetizer,2
194,623,bigger plate,11.3
194,624,bigger plate,11.3
195,625,bowl,8.3
195,626,plate,9.8
195,627,appetizer,2
195,628,appetizer,2.3
195,629,plate,9.8
196,630,plate,9.8
196,631,appetizer,2
196,632,appetizer,2.5
196,633,bigger plate,11.3
196,634,a la carte,5.2
196,635,bigger plate,11.3
197,636,plate,10.8
198,637,a la carte,4.4
198,638,appetizer,2
198,639,a la carte,5.2
198,640,plate,9.8
198,641,appetizer,2
199,642,bigger plate,11.3
200,643,bigger plate,11.3
200,644,bigger plate,11.3
200,645,a la carte,4.4
200,646,bigger plate,12.3
201,647,bowl,8.3
202,648,bowl,8.3
202,649,appetizer,2
202,650,appetizer,2.1
203,651,plate,9.8
203,652,plate,10.8
203,653,appetizer,2
203,654,appetizer,2.1
204,655,plate,10.8
204,656,appetizer,2.1
204,657,bowl,8.3
204,658,appetizer,2.1
204,659,a la carte,5.2
204,660,appetizer,2.3
204,661,bowl,8.3
204,662,bowl,8.3
205,663,a la carte,4.4
205,664,appetizer,2
206,665,plate,10.8
206,666,appetizer,2.1
206,667,plate,10.8
206,668,plate,10.8
206,669,plate,9.8
206,670,appetizer,2
206,671,appetizer,2.3
207,672,bowl,8.3
207,673,appetizer,2
208,674,a la carte,5.2
208,675,plate,9.8
208,676,appetizer,2.5
208,677,a la carte,5.2
208,678,appetizer,2.3
208,679,a la carte,6.7
208,680,appetizer,2
208,681,plate,9.8
208,682,appetizer,2.1
209,683,plate,9.8
210,684,bigger plate,11.3
210,685,bowl,8.3
211,686,plate,9.8
211,687,appetizer,2.5
212,688,bowl,8.3
212,689,appetizer,2.1
213,690,bowl,8.3
214,691,bowl,8.3
215,692,plate,9.8
216,693,plate,10.8
217,694,plate,9.8
218,695,plate,9.8
218,696,appetizer,2
218,697,a la carte,5.2
218,698,appetizer,2
219,699,plate,9.8
219,700,bowl,8.3
220,701,a la carte,4.4
221,702,bowl,8.3
221,703,plate,9.8
221,704,bigger plate,11.3
222,705,a la carte,5.2
223,706,a la carte,5.2
223,707,appetizer,2.1
224,708,a la carte,4.4
224,709,appetizer,2
224,710,appetizer,2.3
225,711,bowl,8.3
225,712,appetizer,2.5
225,713,bowl,8.3
226,714,a la carte,5.2
226,715,appetizer,2
227,716,plate,9.8
227,717,appetizer,2.5
228,718,bowl,8.3
229,719,bigger plate,12.3
229,720,appetizer,2.1
229,721,bigger plate,11.3
230,722,bigger plate,11.3
230,723,a la carte,5.2
231,724,bowl,8.3
231,725,appetizer,2
231,726,plate,9.8
231,727,appetizer,2.1
231,728,a la carte,4.4
231,729,appetizer,2.1
232,730,bowl,8.3
233,731,bowl,8.3
233,732,appetizer,2.1
234,733,plate,9.8
235,734,plate,9.8
236,735,bowl,8.3
236,736,bowl,8.3
236,737,appetizer,2
236,738,plate,9.8
236,739,appetizer,2.3
236,740,a la carte,5.2
236,741,appetizer,2
236,742,appetizer,2.1
237,743,bowl,8.3
238,744,bowl,9.3
238,745,appetizer,2
238,746,appetizer,2.3
239,747,plate,10.8
239,748,appetizer,2.3
240,749,plate,9.8
240,750,plate,9.8
240,751,appetizer,2
240,752,plate,10.8
240,753,appetizer,2
240,754,appetizer,2.3
241,755,a la carte,5.2
241,756,appetizer,2.3
241,757,a la carte,5.2
241,758,plate,10.8
241,759,appetizer,2.1
242,760,bowl,8.3
242,761,appetizer,2
242,762,bigger plate,11.3
242,763,a la carte,4.4
242,764,a la carte,5.2
242,765,appetizer,2.5
243,766,bowl,8.3
244,767,bowl,8.3
244,768,appetizer,2.1
244,769,a la carte,4.4
244,770,bowl,8.3
245,771,a la carte,5.2
246,772,a la carte,5.2
246,773,plate,10.8
247,774,bigger plate,11.3
247,775,bigger plate,11.3
247,776,plate,9.8
247,777,bowl,8.3
247,778,appetizer,2
248,779,bigger plate,11.3
248,780,appetizer,2.5
248,781,bigger plate,11.3
248,782,bowl,8.3
248,783,appetizer,2
248,784,appetizer,2.1
249,785,bowl,8.3
249,786,appetizer,2.3
250,787,plate,9.8
250,788,appetizer,2
250,789,appetizer,2.5
250,790,plate,10.8
251,791,plate,9.8
251,792,appetizer,2.5
252,793,plate,10.8
252,794,plate,9.8
252,795,a la carte,4.4
253,796,plate,9.8
253,797,appetizer,2.3
253,798,a la carte,6.7
254,799,bowl,8.3
254,800,bigger plate,11.3
254,801,plate,9.8
254,802,a la carte,6.7
254,803,appetizer,2.1
255,804,plate,9.8
256,805,plate,9.8
257,806,bigger plate,12.3
257,807,appetizer,2.3
257,808,a la carte,4.4
258,809,plate,9.8
258,810,plate,10.8
258,811,bowl,8.3
258,812,appetizer,2.5
259,813,plate,9.8
259,814,appetizer,2.3
259,815,plate,10.8
259,816,appetizer,2
259,817,appetizer,2.3
259,818,bowl,8.3
260,819,bigger plate,12.3
260,820,bowl,8.3
261,821,a la carte,5.2
261,822,appetizer,2
261,823,appetizer,2.1
262,824,bowl,8.3
262,825,appetizer,2
263,826,plate,9.8
264,827,plate,9.8
264,828,bigger plate,11.3
265,829,bowl,8.3
265,830,appetizer,2.1
265,831,bigger plate,11.3
265,832,appetizer,2
266,833,plate,9.8
266,834,a la carte,5.2
266,835,appetizer,2
267,836,plate,9.8
267,837,appetizer,2.5
268,838,plate,9.8
269,839,a la carte,5.2
269,840,plate,9.8
269,841,appetizer,2.1
269,842,bigger plate,12.3
269,843,appetizer,2.1
269,844,bowl,8.3
269,845,plate,9.8
269,846,appetizer,2
270,847,plate,9.8
270,848,appetizer,2
270,849,appetizer,2.1
271,850,bigger plate,11.3
271,851,appetizer,2
271,852,appetizer,2.5
272,853,plate,9.8
272,854,appetizer,2
272,855,bigger plate,12.3
272,856,appetizer,2.5
272,857,plate,9.8
273,858,a la carte,5.2
274,859,bigger plate,11.3
274,860,appetizer,2.5
275,861,plate,9.8
275,862,bigger plate,11.3
276,863,plate,9.8
277,864,bowl,8.3
277,865,a la carte,4.4
277,866,appetizer,2.5
277,867,plate,10.8
277,868,appetizer,2
278,869,plate,9.8
279,870,bowl,8.3
279,871,appetizer,2
279,872,appetizer,2.5
279,873,bowl,8.3
279,874,a la carte,4.4
279,875,bowl,8.3
280,876,plate,9.8
280,877,appetizer,2.1
281,878,bigger plate,11.3
281,879,appetizer,2.5
282,880,bigger plate,12.3
282,881,appetizer,2.1
282,882,plate,9.8
282,883,appetizer,2
283,884,a la carte,5.2
283,885,appetizer,2
284,886,a la carte,5.2
284,887,bigger plate,11.3
284,888,appetizer,2
285,889,plate,9.8
285,890,bowl,8.3
286,891,bigger plate,11.3
286,892,plate,9.8
286,893,bowl,8.3
287,894,plate,9.8
287,895,plate,9.8
287,896,appetizer,2.5
288,897,a la carte,4.4
288,898,plate,9.8
288,899,plate,9.8
288,900,appetizer,2
288,901,appetizer,2.1
288,902,bowl,8.3
289,903,bowl,8.3
289,904,bigger plate,11.3
289,905,a la carte,5.2
289,906,appetizer,2.1
289,907,bowl,8.3
289,908,appetizer,2
289,909,bowl,8.3
289,910,appetizer,2
289,911,appetizer,2.1
290,912,plate,9.8
290,913,plate,9.8
291,914,a la carte,5.2
292,915,bowl,8.3
293,916,plate,9.8
294,917,bowl,8.3
294,918,appetizer,2.1
294,919,plate,9.8
294,920,appetizer,2.1
295,921,plate,9.8
296,922,bowl,8.3
296,923,bigger plate,12.3
296,924,appetizer,2
297,925,plate,9.8
297,926,bowl,9.3
297,927,appetizer,2
298,928,a la carte,5.2
298,929,a la carte,5.2
298,930,plate,9.8
298,931,bigger plate,11.3
298,932,appetizer,2
299,933,bowl,8.3
299,934,appetizer,2
299,935,a la carte,5.2
299,936,appetizer,2.1
300,937,plate,10.8
300,938,appetizer,2
300,939,plate,9.8
300,940,plate,9.8
301,941,bowl,9.3
301,942,appetizer,2
301,943,bigger plate,11.3
301,944,appetizer,2
301,945,appetizer,2.3
301,946,plate,9.8
301,947,a la carte,5.2
301,948,bowl,8.3
302,949,bowl,8.3
302,950,plate,9.8
302,951,bowl,8.3
302,952,appetizer,2.1
302,953,plate,9.8
303,954,a la carte,5.2
303,955,appetizer,2
303,956,a la carte,5.2
303,957,appetizer,2.5
304,958,a la carte,4.4
304,959,a la carte,5.2
304,960,appetizer,2
305,961,bowl,8.3
305,962,appetizer,2.1
305,963,bowl,8.3
306,964,plate,9.8
306,965,bowl,8.3
307,966,plate,9.8
307,967,appetizer,2
307,968,a la carte,5.2
308,969,a la carte,4.4
309,970,plate,9.8
310,971,plate,9.8
310,972,appetizer,2.1
310,973,plate,9.8
311,974,a la carte,5.2
311,975,appetizer,2
311,976,bowl,8.3
311,977,appetizer,2.1
311,978,a la carte,4.4
311,979,appetizer,2.1
311,980,bowl,8.3
312,981,bowl,9.3
312,982,appetizer,2
312,983,appetizer,2.5
312,984,plate,9.8
312,985,a la carte,5.2
312,986,plate,9.8
313,987,a la carte,5.2
314,988,bowl,8.3
314,989,a la carte,5.2
314,990,a la carte,5.2
314,991,plate,9.8
314,992,plate,10.8
314,993,appetizer,2.3
315,994,bigger plate,11.3
315,995,appetizer,2
316,996,a la carte,5.2
316,997,appetizer,2.3
317,998,bowl,8.3
317,999,appetizer,2.3
318,1000,plate,9.8
318,1001,appetizer,2.3
319,1002,bowl,8.3
319,1003,a la carte,5.2
319,1004,plate,9.8
319,1005,plate,9.8
319,1006,appetizer,2
319,1007,appetizer,2.1
319,1008,bigger plate,11.3
319,1009,appetizer,2
320,1010,plate,9.8
320,1011,plate,9.8
320,1012,appetizer,2
321,1013,plate,9.8
321,1014,bowl,8.3
322,1015,plate,9.8
322,1016,appetizer,2
323,1017,bowl,8.3
323,1018,appetizer,2
323,1019,appetizer,2.1
324,1020,bowl,8.3
325,1021,a la carte,5.2
325,1022,appetizer,2.3
326,1023,bigger plate,11.3
326,1024,appetizer,2.1
326,1025,bigger plate,11.3
326,1026,appetizer,2.5
326,1027,bigger plate,11.3
326,1028,a la carte,4.4
327,1029,plate,9.8
328,1030,bigger plate,12.3
328,1031,appetizer,2
328,1032,appetizer,2.1
329,1033,plate,9.8
329,1034,appetizer,2.5
330,1035,plate,9.8
330,1036,a la carte,4.4
330,1037,appetizer,2.3
331,1038,bowl,8.3
331,1039,plate,9.8
331,1040,appetizer,2
332,1041,plate,9.8
333,1042,bigger plate,11.3
333,1043,plate,9.8
333,1044,appetizer,2
333,1045,appetizer,2.5
333,1046,bigger plate,12.3
333,1047,plate,9.8
333,1048,appetizer,2.3
334,1049,plate,9.8
334,1050,bowl,8.3
335,1051,a la carte,5.2
335,1052,appetizer,2.1
336,1053,bowl,8.3
337,1054,bowl,8.3
337,1055,bowl,8.3
337,1056,plate,9.8
337,1057,appetizer,2
337,1058,bowl,8.3
338,1059,bowl,8.3
338,1060,appetizer,2
338,1061,appetizer,2.1
339,1062,a la carte,5.2
340,1063,plate,9.8
341,1064,a la carte,5.2
341,1065,appetizer,2
341,1066,appetizer,2.1
341,1067,plate,9.8
342,1068,bowl,8.3
342,1069,a la carte,5.2
342,1070,a la carte,4.4
342,1071,bowl,9.3
342,1072,bowl,8.3
342,1073,appetizer,2.1
343,1074,a la carte,5.2
343,1075,appetizer,2
343,1076,appetizer,2.1
344,1077,a la carte,5.2
345,1078,bigger plate,11.3
345,1079,appetizer,2.5
345,1080,plate,9.8
345,1081,bowl,8.3
345,1082,appetizer,2
345,1083,bigger plate,11.3
345,1084,bowl,8.3
345,1085,appetizer,2
346,1086,a la carte,6.7
347,1087,plate,9.8
347,1088,appetizer,2.1
348,1089,bigger plate,11.3
349,1090,plate,9.8
349,1091,bigger plate,14.3
350,1092,bigger plate,11.3
350,1093,bigger plate,11.3
350,1094,appetizer,2
350,1095,bigger plate,11.3
350,1096,a la carte,5.2
350,1097,appetizer,2
351,1098,bowl,8.3
351,1099,bowl,8.3
351,1100,appetizer,2
351,1101,appetizer,2.3
352,1102,plate,9.8
352,1103,appetizer,2
352,1104,a la carte,5.2
352,1105,a la carte,5.2
352,1106,appetizer,2.1
353,1107,bigger plate,11.3
354,1108,bowl,8.3
354,1109,appetizer,2.1
355,1110,plate,9.8
355,1111,plate,9.8
355,1112,plate,9.8
355,1113,appetizer,2.1
356,1114,a la carte,5.2
356,1115,a la carte,5.2
357,1116,plate,9.8
357,1117,plate,9.8
358,1118,bowl,8.3
358,1119,bowl,8.3
359,1120,a la carte,4.4
359,1121,appetizer,2
360,1122,plate,9.8
360,1123,appetizer,2
361,1124,a la carte,5.2
362,1125,bowl,8.3
362,1126,appetizer,2
362,1127,bigger plate,11.3
362,1128,plate,9.8
362,1129,a la carte,4.4
363,1130,plate,9.8
363,1131,appetizer,2.1
363,1132,bigger plate,12.3
363,1133,appetizer,2
363,1134,bowl,8.3
363,1135,appetizer,2
364,1136,bowl,8.3
364,1137,bigger plate,11.3
364,1138,a la carte,5.2
